"Group plugin","New rule","Existing rule","SDLC stage","Kind","Test type","Plugin","Location","Trigger"
"machinery","","M451: 6. **Always flag the catalog shapes**, each flag citing a comparable live example, so a finding is a pattern with evidence rather than an opinion.","REVIEW","AGENTS","SOURCE-SCAN","machinery","plugins/machinery/agents/invariant-auditor.md § Procedure","catalog shape found"
"machinery","","M461: - The denominator of an audit is generated from the material itself, so it is reproducible rather than asserted. It lists every entry the audit is obliged to dispose of.","REVIEW","AGENTS","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","auditing invariants"
"machinery","","M462: - The first half is every stated claim: a comment on something public whose words assert an invariant. Of each the audit asks one question — is there a mechanism, or only the sentence?","REVIEW","AGENTS","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","each stated claim"
"machinery","","M463: - The second half is the obligation shapes: patterns in the code that carry an invariant obligation whether or not anybody ever stated one. Of each the audit asks two questions — is it stated, and is it enforced?","REVIEW","AGENTS","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","each obligation shape"
"machinery","","M464: - The standing obligation shapes are: a field whose documentation names a sibling field; the same fact stored twice, such as a count kept beside the collection it counts or a value kept beside a variant of itself; a record holding a kind alongside fields meaningful for only some of those kinds; a comparison against a magic value or a domain value clamped at zero; taking the first or last element of a collection with a call that fails when it is empty, where nothing proves it is not; a quantity carried as a raw number where a dedicated type already exists; a public function with two or more adjacent parameters of the same simple type, which a caller can transpose without complaint; public methods that begin, initialise, set, finalise, end or reset something mutable, a required order that nothing enforces; and a call whose result is thrown away or quietly replaced by a default, so a failure has nowhere to be seen.","REVIEW","AGENTS","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","scanning for obligation shapes"
"machinery","","M465: - Test code inside the shipped units is excluded as not being the shipped surface, but dead or test-only code found outside it still gets an entry and is dispositioned like any other. Nothing is silently dropped from the denominator.","REVIEW","AGENTS","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","dead or test-only code outside units"
"machinery","Each audit finding gives the claim quoted with its location, the strength the prose implies, the strength the mechanism delivers with the reason for the gap, and what to do (the change reaching the top of the scale, or the exact ledger row), ordered by severity; ratings from code not opened are marked unverified. Close with the ledger delta (entries made stale, entries to add); a clean audit is one line.","M452: - **The claim** — quoted in the source's own words, with its location.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","writing a finding"
"machinery","","M453: - **The strength the prose implies.**","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","writing a finding"
"machinery","","M454: - **The strength the mechanism actually delivers**, with the specific reason for the gap.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","writing a finding"
"machinery","","M455: - **What to do** — either the concrete change that reaches the top of the scale, or the exact ledger row to add instead.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","writing a finding"
"machinery","","M456: Order findings by severity.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","reporting findings"
"machinery","","M457: Substantiate each from a file actually read; where the deciding code was not opened, report the rating as **unverified** rather than inferring it from a name.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","rating from unread code"
"machinery","","M459: Close with the **ledger delta**: which entries this change makes stale, and which it should add.","REVIEW","RECORDS","","machinery","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","closing an audit"
"machinery","","M460: A clean audit is a useful result and is stated in one line. It is never padded into a report.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","audit is clean"
"machinery","The audit's denominator generator is deterministic (sorted) and sanitises its evidence text; the output table is checked structurally (column count, unique ids, ids in the denominator, printed row count and remainder) and every actionable finding maps to exactly one fix. It produces a ledger table dispositioning every entry and a deduplicated fix list whose order is labelled as the one judgement call; enforced or retired findings are counts, undetectable shapes are declared blocked, and the report states what the method cannot see and that row counts are not effort.","M466: - The generator is deterministic: anything unordered is sorted before it reaches the output. Otherwise the same input produces different evidence on different runs, which destroys regenerate-and-compare — the verification the whole artifact rests on.","REVIEW","TOOLING","META","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","generating the audit denominator"
"machinery","","M467: - The generator sanitises its own evidence text at the point of writing, so one entry can never break into two rows and make the file's line count disagree with the entry count.","REVIEW","TOOLING","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","writing denominator evidence text"
"machinery","","M468: - The audit table is checked structurally: every row has the declared number of columns, every identifier is unique, and every identifier exists in the denominator. The check prints the row count, the denominator and how many entries remain.","REVIEW","TESTING","META","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","audit table produced"
"machinery","","M469: - Every actionable finding lands in exactly one fix, and that is asserted mechanically. A fix then cannot be quietly dropped from the work list while its findings stay open in the ledger.","REVIEW","TESTING","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","actionable findings"
"machinery","","M470: - Two artifacts with two jobs: the table is the ledger, dispositioning every entry and proving nothing was skipped; the fix list is the work list, deduplicated so one remedy appears once instead of once per finding.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","producing audit output"
"machinery","","M471: - The one judgement call in the report — the order of the fixes, by consequence — is labelled as a judgement call. Everything else, the memberships and the counts, is derived mechanically.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","ordering fixes"
"machinery","","M472: - Findings already enforced, and findings retired as not really invariants, are reported as counts and left out of the work list. They are dispositioned, not deleted.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","findings enforced or retired"
"machinery","","M473: - A shape whose detector cannot yet tell a real obligation from a false positive is declared blocked, with the detector work named as the prerequisite. Its entries are not called fixes and not called false positives until that runs.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","detector cannot separate real from false positive"
"machinery","","M474: - The report states what the method cannot see: invariants nobody ever wrote down that match none of the shapes. It also says row counts are not effort, because a large mechanical fix and a small user-visible one look the same in a count.","REVIEW","REPORTING","","machinery","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","audit report"
"machinery","When ending an effort, merge locally in the project root into a private result, run the merge gate and every required verification leg on it, and push only when all are green; discard a red result. Green is necessary but not sufficient: nothing a user can reach may be broken or unfinished, and incomplete code merges only when nothing in production can call it; an effort may land in pieces that each clear this bar. Exploration branches are merged only by deliberate decision. The effort-lifecycle skill holds the steps.","M307: - The merge is made locally first, into a private merge result nobody else can see, because the gate judges that result and it has to exist to be judged. Publish only when every required verification leg on it is green; a red result is discarded, never pushed. Passing one leg is not passing, and a merge that exists only locally is not yet a merge anyone has to live with — which is exactly what makes discarding it cheap.","MERGE","WORKTREE","GATE","machinery","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","merging an effort"
"machinery","","M308: - Branches kept for exploration are never merged automatically. Merging one is always a deliberate decision.","MERGE","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","exploration branch"
"machinery","","M313: - Only code that is not broken and will not cause problems is merged into the shared line. A green gate is necessary and not sufficient: the gate measures tests and invariants, and this bar is about what a user can reach and what happens when they do. (Gabe, 2026-09-05, URULE.)","MERGE","WORKTREE","GATE / E2E","machinery","plugins/machinery/rules/worktree-discipline.md § What may be merged","merging into shared line"
"machinery","","M314: - Incomplete code may be merged when it is unreachable: nothing in production can call it, so nothing can go wrong. Incomplete code a user CAN reach — a control that does nothing, a default configuration that warns on every layer, a path that answers wrongly — is not mergeable until it is finished or made unreachable.","MERGE","WORKTREE","MANUAL","machinery","plugins/machinery/rules/worktree-discipline.md § What may be merged","merging incomplete code"
"machinery","","M315: - This is the merge bar, distinct from finishing the feature (work-tracking.md § Staying inside the effort). An effort may land in pieces, each piece clearing this bar; holding a whole effort back because one reachable part is unfinished is the wrong reading, and so is landing the reachable unfinished part.","MERGE","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § What may be merged","effort landing in pieces"
"machinery","","M332: 8. **Make the merge locally in the project root, into a private merge result, then run the merge gate on that result.** The gate judges the merge result and never the branch alone, so the merge has to exist to be judged; making it locally is what produces it without publishing it. Run the `merge-gate` skill (spec 2 — until it exists, run the project's own verification legs on the merged result); the bar it enforces is `rules/worktree-discipline.md` § Merging and tearing down. A red result is discarded, never pushed — which is cheap precisely because nobody else can see it yet.","MERGE","WORKTREE","GATE","machinery","claude-code/machinery/effort-lifecycle/SKILL.md § End","ending an effort"
"machinery","","M335: 9. **Publish step 8's merge result by pushing it, from the project root, once every leg on it is green.** Publishing is the deliberate act, and it is the only step that makes the merge something other people have to live with. Branches kept for exploration are never merged at all without a deliberate decision to do so.","MERGE","WORKTREE","","machinery","claude-code/machinery/effort-lifecycle/SKILL.md § End","merge result green on every leg"
"machinery","When merging the primary line into a long-lived edition branch throws a wall of conflicts, or both have rewritten the same shared parts, use the refresh-diverged-branch procedure (read its premise first) instead of ordinary syncing, which stays the default until it costs more. It needs no remote access; keep conflict-resolution recording on in case you fall back to merging.","M350: Use when a long-lived parallel edition branch has drifted so far from the line it follows that merging it throws a wall of conflicts, or when both branches have independently rewritten the same shared parts — rebuilds the edition on a fresh copy of the primary line and re-applies only its genuine delta, turning one enormous merge into a few small reviewable grafts.","MERGE","SKILL-TRIGGER","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § frontmatter","edition branch merge throws a wall of conflicts"
"machinery","","M352: Reach for this procedure when either of two things is true: - merging the primary line into the edition branch throws a wall of conflicts, or - both branches have independently rewritten the same shared parts, so files each side created separately now collide.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The premise","edition merge conflicts or shared rewrites collide"
"machinery","","M353: Ordinary syncing stays the default until it costs more than this rebuild.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The premise","syncing an edition branch"
"machinery","","M370: - **No access to the remote.** This method needs none: it works against a local copy of the primary line that you build yourself. A guarded sync script that fetches first does not work without that access, so do not reach for it.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § Conditions you may hit","no remote access"
"machinery","","M371: - **You may fall back to merging later.** Keep conflict-resolution recording switched on: resolutions recorded on one chase replay on the next. The rebuild simply avoids those conflicts instead of resolving them.","MERGE","TOOLING","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § Conditions you may hit","may fall back to merging"
"machinery","","M351: Read the premise first: every step below assumes it, and each step names what it takes from the step before.","ANY","OTHER","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § Refresh a diverged branch","using the refresh procedure"
"machinery","When refreshing a diverged branch, follow the skill's steps: diff each side against the common ancestor (never tip to tip); bin files as edition-only or both-changed; triage both-changed by direction (identical: nothing; primary far ahead: keep primary and graft the small hook; comparable: real divergence; docs take both; lock files regenerate). Start from a fresh copy of the primary line, re-apply edition-only files verbatim, graft only the blocks carrying the edition's intent, and re-home edition-only files into the edition's own module behind a shared interface, never a conditional-compilation switch.","M354: 1. **Find the common ancestor of the two branches, and list what each side changed against it — never one tip against the other.** A tip-to-tip comparison reports a file as newly added when both sides added it independently, which hides a real collision as a one-sided change. You end this step holding two lists: the files the primary line changed since the ancestor, and the files the edition branch changed since the ancestor.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","refreshing a diverged branch"
"machinery","","M355: 2. **From the two lists made in step 1, form two bins.** The *one-sided* bin is every file only the edition branch changed. The *both-changed* bin is every file that appears on both lists.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","refreshing a diverged branch"
"machinery","","M356: 3. **Triage the both-changed bin from step 2 by which way the change ran, not by the fact that both sides touched the file.** For each file, compare the two branches and read the size and direction of the difference.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","both-changed files"
"machinery","","M357:    - Identical at both tips: nothing to do.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","file identical at both tips"
"machinery","","M358:    - The primary line is simply far ahead — it added a great deal and the edition trails by thousands of lines: keep the primary line's version, and graft back only the small hook the edition added. Do not hand-merge thousands of stale lines.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","primary line far ahead on a file"
"machinery","","M359:    - Both sides changed comparably: this is real divergence.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","both sides changed comparably"
"machinery","","M360: Documentation takes both sides' additions.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","documentation file in both-changed bin"
"machinery","","M361: A generated lock file is regenerated, never hand-merged.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","lock file in both-changed bin"
"machinery","","M362: 4. **Start the rebuilt branch as a fresh copy of the primary line, then re-apply the one-sided bin from step 2 word for word.**","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","rebuilding the edition branch"
"machinery","","M363: 5. **Graft the edition's intent onto both parts of the both-changed bin from step 3.** For each of those files, the edition's intent is what it changed relative to the common ancestor found in step 1:","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","both-changed files after rebuild"
"machinery","","M364: Apply only the small identifiable blocks that carry that intent onto the primary line's current version, which may have been reorganized around them. Do not replay the whole file. For a file in the *keep the primary line's version, graft the hook* part that is the one small hook and nothing else; for one in the *real divergence* part it is the handful of blocks that make up the genuine delta.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","grafting edition intent"
"machinery","","M365: 6. **Re-home the files that exist on the edition line alone** — the members of the one-sided bin from step 2 that have no counterpart on the primary line, the ones step 4 re-applied word for word. Each goes into that edition's own module, never back into shared code behind a conditional-compilation switch. The shared side keeps the interface; the edition supplies the implementation, and consumers' imports are updated to match. This is what stops that file from being a shared-file conflict at every future refresh, so it is not optional tidying.","MERGE","DESIGN","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","edition-only files"
"machinery","After rebuilding a diverged branch, run its ordinary tests and checks plus a build for the edition's target, confirm the primary line's features still carry their tests, and switch the real edition branch over only as a separate deliberate step once it is production-worthy.","M366: 7. **Verify the branch you built in steps 4 to 6, before promoting it.** Run the ordinary tests and checks, plus a build for the edition's own target.","MERGE","TESTING","BUILD-LINT","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","rebuilt edition branch"
"machinery","","M368: Then confirm that the features the primary line added still carry their own tests — a rebuild can quietly drop the coverage that came with them.","MERGE","TESTING","CLAIM-CHECK","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","rebuilt edition branch"
"machinery","","M369: 8. **Switch over as a separate, deliberate step.** Promote the verified branch from step 7 onto the real edition branch only when it is production-worthy. Never automatically.","MERGE","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","verified rebuilt branch"
"machinery","Close a ticket only when the feature it belongs to is usable, and an item on the owner's own complaint list only when the owner has seen the behaviour and said so. Close a pair in order: the ticket with a comment naming the change that landed, the condensed learnings into the companion, then the companion.","M268: - Close a pair in order: close the ticket with a comment naming the change that landed, add the condensed learnings to the companion entry, then close it too.","POST-MERGE","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § Reading it and keeping it current","closing a pair"
"machinery","","M269: - An item on the owner's own list of complaints is marked fixed only when the owner has seen the behaviour and said so. Your own verification does not close it.","CLAIM","TICKETS","MANUAL","machinery","plugins/machinery/rules/work-tracking.md § The owner's own list","owner's complaint item seems fixed"
"machinery","","M282: - A feature may take several tickets. Completion is judged on the feature, not on any one ticket: closing a ticket while the feature it belongs to is still unusable is not finishing, it is moving on.","CLAIM","TICKETS","CLAIM-CHECK","machinery","plugins/machinery/rules/work-tracking.md § Staying inside the effort","closing a ticket of a feature"
"machinery","In a multi-task effort on one branch, do the repeated documentation work (living maps, invariant and register rows, ledger prose, long report) once, in one documentation commit after the last coding task and before the merge gate.","M274: - In an effort of several tasks on one branch, the repeats each task would otherwise carry — re-marking the living maps, the invariant and register rows, the ledger prose, and the long report — are done once, in a single documentation commit after the last coding task and before the merge gate.","POST-MERGE","RECORDS","","machinery","plugins/machinery/rules/work-tracking.md § The learnings record","multi-task effort on one branch"
"machinery","Immediately after the push, in the same session, tear down from the project root: delete the working copy and its branch. To reclaim disk from a stale copy otherwise, delete its rebuildable build output first, not a branch.","M309: - Delete the working copy and its branch immediately after the merge, in the same session. Each copy carries its own build output, and stale ones have run to hundreds of gigabytes. The merge is not the end of the effort; the teardown is.","POST-MERGE","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","after the merge"
"machinery","","M336: 10. **From the project root, tear the copy down immediately, in the same session: delete the working copy and delete its branch.** This step is not optional and it is not a follow-up. The merge is not the end of the effort; the teardown is (`rules/worktree-discipline.md` § Merging and tearing down).","POST-MERGE","WORKTREE","","machinery","claude-code/machinery/effort-lifecycle/SKILL.md § End","after the push"
"machinery","","M372: - **You need the disk back from a stale working copy.** Delete its rebuildable build output first, not a branch. That is nearly all of the space, and it costs no branch and no source.","ANY","WORKTREE","","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § Conditions you may hit","disk needed from a stale copy"
"machinery","When a stated expectation turns out false, launch a post-mortem automatically even if the cause seems obvious: dispatched alone on a mid-tier model and verified before other work starts. It answers what was believed, what was true, where the belief entered, and which standing rule would have caught it, and checks whether the replacement belief makes the same input assumption one layer down.","M162: - When a stated expectation turns out false, a post-mortem is launched automatically. The trigger is mechanical, and already knowing why is not an exemption — the explanation that feels obvious is the one that never gets written down.","DEBUG","RECORDS","MANUAL","machinery","plugins/machinery/rules/rule-governance.md § When a belief turns out false","a stated expectation turns out false"
"machinery","","M163: - The post-mortem runs as its own dispatched job on a mid-tier model, alone, and its result is verified before anything else starts.","DEBUG","AGENTS","MANUAL","machinery","plugins/machinery/rules/rule-governance.md § When a belief turns out false","running a post-mortem"
"machinery","","M164: - It answers four things: what was believed, what was actually true, where the belief entered, and which standing rule would have caught it. A conclusion of ""we should be more careful"" has produced nothing.","DEBUG","RECORDS","MANUAL","machinery","plugins/machinery/rules/rule-governance.md § When a belief turns out false","writing a post-mortem"
"machinery","","M213: - When the task exists because an earlier belief was proved false, say what that belief assumed about its inputs, and check whether the replacement quietly assumes the same thing one layer down.","DEBUG","TESTING","MANUAL","machinery","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","task exists because belief proved false"
"machinery","When debugging, name a cause only after running what isolates it (until then say it is not isolated), and call a diagnosis confirmed only when the path is traced step by step from the real observed input to the blamed line.","M174: - Name a cause only once you have run the thing that isolates it. Until then, say the cause is not yet isolated.","DEBUG","COMMUNICATION","CLAIM-CHECK","machinery","plugins/machinery/rules/straight-talk.md § Saying what you know","naming a cause"
"machinery","","M212: - A diagnosis is confirmed only when you can trace the path, step by step, from the real observed input to the line you are blaming. Reading the end of the code correctly does not show that execution ever reaches it.","DEBUG","TESTING","MANUAL","machinery","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","confirming a diagnosis"
"machinery","When a build error contradicts what the source plainly says, clear the shared incremental build cache and rebuild before treating the error as real.","M297: - Working copies share one incremental build cache and can poison it. When a build error contradicts what the source plainly says, clear the cache and rebuild before treating the error as real.","DEBUG","TOOLING","BUILD-LINT","machinery","plugins/machinery/rules/worktree-discipline.md § Working in it","build error contradicts source"
"machinery","","M334: If a build error contradicts what the source plainly says, clear the shared incremental cache and rebuild before treating the error as a real breakage (`rules/worktree-discipline.md` § Working in it).","DEBUG","TOOLING","","machinery","claude-code/machinery/effort-lifecycle/SKILL.md § End","build error contradicts source"
"machinery","A field counts as implemented once its storage, default and wiring into the central hub exist; any downstream consumption still owed is tracked separately, and neither fact hides the other.","M101: - A field counts as implemented once its storage, its default and its wiring into the central hub exist. Whether anything downstream consumes it is a different question, and not part of this one.","CLAIM","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § Wiring honesty","claiming a field implemented"
"machinery","","M102: - That does not relax the separate honesty rule about downstream consumption: something can be fully wired into that central hub and still owe work further along. Both facts are tracked, and neither is allowed to hide the other.","CLAIM","RECORDS","","machinery","plugins/machinery/rules/design-invariants.md § Wiring honesty","field wired but downstream work owed"
"machinery","In every claim, say whether it is measured (show the command and its verdict, count or status line, not a dump) or believed (labelled, with what would settle it), and what the check could actually see. Say ""I don't know"" the moment it is true. Calling something fixed, improved or safe without evidence in the same message is a violation.","M173: - Every claim says whether it is measured or believed. Measured means the command and its output are shown; believed means it is labelled as a belief, with what would settle it. Calling something fixed, improved or safe with no evidence in the same message is a violation.","CLAIM","COMMUNICATION","CLAIM-CHECK","machinery","plugins/machinery/rules/straight-talk.md § Saying what you know","making any claim"
"machinery","","M201: - Say what your check could actually see, in the same breath as the claim it supports. A check whose reach is narrower than the claim is evidence for a different question, and it looks exactly like evidence for yours.","CLAIM","COMMUNICATION","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § What the check could actually see","making a claim backed by a check"
"machinery","","U170: | Verification | the invocation that returns a verdict, a count, or a status | a full dump proves the same thing at a hundred times the price |","CLAIM","TESTING","GATE","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget | Verification","verifying something"
"machinery","","M172: - Say ""I don't know"" the moment it is true. Not knowing is a reportable state, never hidden behind a confident-sounding plan.","ANY","COMMUNICATION","","machinery","plugins/machinery/rules/straight-talk.md § Saying what you know","not knowing something"
"machinery","When you write ""class"", ""confirmed"", ""closed"", or that tooling exists, blocks or would catch something, the matching check is due before you send it. For a class: search the area you changed and fix or defer each instance by name; instances outside the task's blast radius are filed with the campaign label and the follow-up label, not chased. For tooling: run the check that could prove you wrong and say where it does and does not run. For ""closed"", or a fix you doubt: write what would have to be true, in a form a later reader can check and find false, and file a doubted fix with it.","M168: - State exactly where the gate does and does not run, in the same breath as claiming it exists. An opt-in hook and a missing continuous check are both holes, and naming them is part of the claim.","CLAIM","COMMUNICATION","CLAIM-CHECK","machinery","plugins/machinery/rules/rule-governance.md § Honesty about the machinery","claiming a gate exists"
"machinery","","M205: - The trigger is the word you just wrote. Writing ""class"", ""confirmed"", ""closed"", or naming what the tooling can do is what makes the matching check due.","CLAIM","COMMUNICATION","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","writing ""class""/""confirmed""/""closed"" or tooling claims"
"machinery","","M206: - If you call a defect a class, a shape, or a pattern, you owe every instance of it: search the area you changed and fix or defer each one by name before closing. Fixing the one you were shown does not discharge a claim about a class.","CLAIM","TESTING","SOURCE-SCAN","machinery","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","calling a defect a class or pattern"
"machinery","","M214: - A question is closed only when you can name what would have to be true, in a form a later reader can check and find false. If all you can write is prose, the question is still open.","CLAIM","COMMUNICATION","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","closing a question"
"machinery","","M216: - Before claiming that some piece of tooling exists, blocks something, or would catch a given fault, run the check that could prove you wrong. The project's own documentation is the most dangerous source, because it reads as authoritative and goes stale silently.","CLAIM","TESTING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","claiming tooling exists or blocks"
"machinery","","D49: | A fix you doubt | filed with what would confirm it | your confidence is a fact about one moment, unrecoverable from the code |","ANY","TICKETS","CLAIM-CHECK","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | A fix you doubt","a fix you doubt"
"developer-friendliness","Per owner ruling, anything found and not fixed, including issues outside the campaign's scope, is filed before you move on as its own ticket pair with the campaign label and the follow-up label, never under the effort's ticket and never chased (anything broken to make progress is filed before the session ends). File it in the tracker, not as a code marker: what is wrong, how you noticed, what it blocks, enough for a stranger; one entry per cause with its sites, linked tracks merged into one; mark deliberate deferrals as deliberate; file only what someone would schedule.","D48: | Something you broke to progress | filed before the session ends, always | nothing points at it, so it is never re-found by accident |","SESSION-END","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | Something you broke to progress","broke something to progress"
"developer-friendliness","","M255: - A finding, a chapter of a larger effort, and a follow-up are each their own new ticket pair, never filed underneath the effort's ticket.","ANY","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § A ticket and its companion","a finding, chapter, or follow-up"
"developer-friendliness","","M280: - Work happens inside a campaign, and a campaign is worked on its own terms: an issue discovered outside the scope of the campaign in hand is filed as a ticket pair and left there, never chased. Being interesting, adjacent, or quick does not bring it into scope. (Gabe, 2026-09-05, URULE.)","ANY","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § Staying inside the effort","issue found outside campaign scope"
"developer-friendliness","","D14: - **What you deferred** — found and not fixed.","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 1. What falls into the gap","deferring something"
"developer-friendliness","","D17: Deferred work, filed before you move on.","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 2. A session, worked","deferred work found"
"developer-friendliness","","D18: One entry, not two: it is one cause with three sites, and splitting it into separate items means each gets triaged separately by someone who cannot see they are the same thing.","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 2. A session, worked","one cause at several sites"
"developer-friendliness","","D19: Say what is wrong, how you noticed, and what it blocks — enough for a stranger to act without you.","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 2. A session, worked","filing deferred work"
"developer-friendliness","","D41: | Something found and not fixed | filed before you move on | your memory is the only copy and it does not survive the session |","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | Something found and not fixed","something found and not fixed"
"developer-friendliness","","D42: | Where it goes | the tracker, not a marker in the code | a marker is found only by someone already in that file, never by whoever plans the work |","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | Where it goes","placing deferred work"
"developer-friendliness","","D43: | What it says | what is wrong, how you noticed, what it blocks — enough for a stranger to act on alone | an entry only its author can act on is a reminder, not a record, and the author is the one person who did not need it |","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | What it says","writing a deferred-work entry"
"developer-friendliness","","D44: | How much | what someone would actually schedule | a hundred untriaged entries is an abandoned backlog that hides the six that mattered |","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | How much","deciding how much to file"
"developer-friendliness","","D45: | Related items | one entry and one workspace, each recording which | split across items, one cause gets triaged three times by people who cannot see it is one |","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | Related items","related deferred items"
"developer-friendliness","","D46: | A link discovered late | combine them and clean up; do not maintain both | the second track is now a copy nobody has agreed to keep in step |","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | A link discovered late","link between tracks discovered late"
